sentiment	productId	userId	summary	text	helpfulY	helpfulN
1	B000084ETV	A3JQJGYWQBACTW	Outstanding super premium dog food!  The best in my opinion!  I couldn't be happier!	I have been researching dog food for a few years now.  I am living in Japan (US Military) and I was ordering my dog food from PetCo online.  I have tried Solid Gold Hund N' Flocken, DVP's Natural Balance, Costco Kirkland Super Premium, Eukanuba FP Prescription Diet, and Hills ZD Ultra Allergen Free Prescription Diet.<br /><br />I was able to source the Canidae and the Solid Gold foods locally for my Dal with serious allergies.  Both of the foods have had better results than the super pricey prescription diets.  I am sold on Candidae.  I pay $[...] for the 40 LB sack, which is not that bad considering I am sourcing it locally on the Tokyo economy.  The dogs love this food more than the Solid Gold, but I believe that they are both fine foods.  This food looks tastier than the Solid Gold Wolf Pup that I was feeding my K9 German Shepherd, and it seems heartier that the Hund N' Flocken as well.  It just looks like it must taste good.  The dogs go nuts over it like a crack addiction!  I am very happy that I have found a solution that is applicable to both dogs!<br /><br />There is something to be said of companies that go the extra mile for our man's best friend.  It is just not right to feed our pets the crap that they sell in the stores.  I used to think that Eukanuba was a great dog food.  Thank God for the Internet!<br /><br />Buy this food, you will not be disappointed!	4	0
-1	B003VXFK44	A1IRQWXJ4CWBW	Beware!  Flavored Coffee...	It sure would be nice if they stated ANYWHERE in the description of this coffee that it is flavored.  I love the Bed and Breakfast coffee, it's just plain coffee, so I was surprised when I received the Jamaica coffee and it was flavored.  YUCK!	0	0
1	B000FFVYF0	A28OM1RWCZ6RPM	The Best	This bar contains all the things I love.  Almonds, coconut, sweetness, chewy not hard, they're all in there.  I am so glad I found these bars.  I would buy these even if I weren't gluten-free.  I'll be ordering sgain soon.	0	0
1	B000G6RYNE	A26ONAQEIUEMV4	Very good chips at a great price.	These chips are quite tasty and the price is right.  Packaged very well, would buy again.	0	0
1	B0081XIA1E	A3EM40VV41YOHH	Love it!	My dogs love this puzzle and I think have a lot of fun with it. This is the 3rd dog puzzle I've bought(each were different brands), and this one has been the easiest so far. My one dog caught on to all the puzzles right away but my other dog is a slow learner and it took him a while to get how the other two we had worked, but with this one, he didn't need any help and figured out how to get the treats right away.	2	0
-1	B003EML8PM	A3R0YRT9OC8061	Lowrey's changed their product	Lowrey's has changed it's microwave pork rinds. I used to love them. The last order I received was put up in a generic paper container with really flimsy cellophane wrapping. There is no writing on the paper sack whatsoever. The taste is sub par as is the amount of rinds. As I said, I used to love the product. I will buy no more Lowrey's microwave pork rinds.	0	0
-1	B000BTK12M	A32PSJUTOV8CUP	Don't waste your money	This is an okay gift box, only if you like mediocre cheese and summer sausage. The items are small, smaller than they appear in the picture. I only paid $30, but I would not purchase it again. On the positive side, the mustard samples that come with it make the items edible.	1	0
1	B003OB2EP6	A2CZQ1ZOSEPPKX	The best around	I'm not so sure why the other guy didn't like this so much, I LOVE IT!!  In fact, it might just be one of my favorite foods around.  It's tried and true, rarely cooks wrong, and always good to warm the belly and soul.  I only but this flavor, it's so good, why deviate from it?  I have tried other brands before, bit Maruchan makes the best ramen noodles in all of time.	3	0
1	B008ZRKZSM	A2WVYM7CHTJY83	All the taste and fewer calories!	I heard about this product from Hungry Girl.  It is great to use as a lower calorie substitute for regular peanut butter in recipes.  I love to use it when I make a chocolate peanut butter milkshake using frozen yogurt, fat free chocolate syrup and some of this powdered PB...my oh my...it is delicious!  The product is 75% less fat and calories.  To be able to still have a taste of PB with so many fewer calories and a great taste...its awesome!  I can't wait to try this is other recipes!!	3	0
1	B006F2NYI2	A1KFUVZ3BZ59R1	Best all around hot sauce	So far I have had the habanero and the medium sauces and they were amazing. My fiance and I use them nearly daily and I just picked up 3 more. It goes really well on all sorts of dishes to add the extra kick.<br /><br />The sauce itself lasts a lot longer than it appears. It is thick and a bottle will last us a couple of weeks of heavy use. We love to use it for breakfast on eggs or in burritos and for dinners or soups for added spice.	2	0
1	B00028HN64	A2LRTX6NJ26P74	Loving my dog	My old dog has always had digestion problems.  Now that she is 12 it has become an issue!  After trying many types of food to help her, I tried Dr. Harvey's Canine Health.  She loves it and what's great is that she doesn't have the multitude of problems associated with poor intentinal health like she used to.  No more gurgling stomach and vomiting!  My friend has a little Rottwieler puppy that had bad kidneys.  The vet said she would die soon.  We went into action and discoverd that Dr. Harvey's food is actually easy on her kidneys.  She has gained 12 pounds in less than 2 months which is a miracle.  She is playing again and getting very sassy!  I will keep my girl eating what she loves; Dr. Harvey's. I tried a bite myself and with a little salt and pepper, I could eat it too!	5	0
1	B000143ZKM	AV0JBO8BLNBTG	Slightly Spicy are Slightly Addicting	"Grandpa Po's Originals Slightly Spicy is a wonderful savory organic snack. Not too spicy at first and ends with a great finish. If I had to sum it up in one word it would be ""WOW!""I would recommend them for young and old alike."	1	0
1	B000SDMFC0	A10XLFE3T83WQM	Very good	Use this for my espresso machine. It has a great bold flavor without the burnt taste.	0	0
1	B004R8J8E0	A3LI1L24ND1BON	mmmmm Pork Chops!	Can no longer find these at my local supermarket. While I prefer to grill my pork chops, when it rains here in South Florida I need to cook indoors. I really like the taste of this product, it's a nice change from grilled every now and then	1	0
1	B003V1HH42	A22CMAQIXN4TW3	Island coffee	The Best smooth tasting new coffee we have had since we have been to the Islands,all good as ice coffee.	0	0
1	B002HNZRKQ	A2KP45DO3RY4RG	Chipotle Tabasco sauce,  how do I love thee?....	I LOVE this stuff. Imagine my joy to find it in a gallon sized container!! buying as many 5oz bottles is $64...I'm going to buy this and keep the small bottles and fill them up again. Oh happy day!! Put it on eggs, hot wings, in soups and stews, beans, on tacos, in potato salad, let your imagination run wild...it's fantastic!! Wings - for the sauce butter, Crystal Hot Sauce (oh yes, it's the best, too!) Chipotle Tabasco, a squeeze or two of lime and some garlic powder or  fresh garlic minced...toss your wings in this and you'll be HAPPY! if you heat up the sauce first and then stir in the cold butter, it will thicken up and cling to the wings even better. Enjoy!	9	0
1	B0026RHUP8	A291TCX4BEY4JA	My Family's #1 Formula	"Enfamil Premium Lipil Formula is the same as the previous flagship Mead Johnson formula--Enfamil Lipil--except that it has ""prebiotics"" added in.  Our son was on Enfamil Lipil from September 2007-September 2008.  He was breastfed and formula fed during this time.  Our daughter, who is due in January 2010, will also be breastfed and formula fed for her first year of life.  We tried two other formulas with our son--Similac Advance and Parent's Choice.  The Similac was fine but clumped badly.  During the time we experimented with the Parent's Choice formula, my son was consistently troubled by colds and the flu.  I think the Parent's Choice formula lowered his immunity somehow and will never use it again.  I believe that Mead Johnson's decision to use prebiotics is a good one.  Our son had colic/acid reflux in part because his digestive system was not yet populated with the good bacteria for breaking down milk proteins.  He was a lot more comfortable after we started putting a little Culturelle (a probiotic) in his formula in the evening.  And since a lot of our immune system is in our digestive tract, he had fewer sick days after introducing the Culturelle.  Probiotics and prebiotics will also help infants rebound from the negative effects of antibiotics like amoxicillin quicker.<br /><br />Regarding the bpa found in formula can liners, I talked to an Enfamil customer service representative who told me that Mead Johnson now uses cans that are lined with a ""modified polyester"" that is bpa free.  Similac Advance Earlyshield comes in a bpa-free can also (the SimplePac container).<br /><br />Another concern parents have is the cost of formula.  Name brand formulas are expensive!  But if you think about it, you are feeding a human being for about $15 a week (a can usually lasts us 1.5 to 2 weeks).  $15 a week is peanuts compared to what a hungry teenager devours!  And with name brand formulas you are getting the absolute best product available--Bill Gates couldn't buy a better formula than what's on the shelves at Target or Wal-mart.<br /><br />If you are a new parent and feel overwhelmed by the infant formula section of your grocery store (as I was in September 2007), I suggest starting with the flagship formula of either Mead Johnson (Enfamil Premium Lipil), Abbott Laboratories (Similac Advance Earlyshield), or Nestle (Good Start Gentle Plus or Good Start Protect Plus).  They are all excellent infant formulas.  You just have to see what works for you and your baby."	22	2
-1	B003VXFK44	A1PGA8C2EAUSBT	Great name but I didn't care for it	I drink about 4 to 6 cups of coffee every morning - I'm always looking for a new flavor - so I gave it a try - I drank it but I would not order again. steve	2	1
1	B007TJGZ54	A3NL0PA45EXAQR	Super coffee at super price	This is the best way to buy GMC.  Wish I could get it all at this price and have home delivery.	0	1
1	B001EPPFGO	ARMHQHFZZII2S	delicious	I bought this tea as an alternative to very pricey Teavana Black Teas. I have a cup every morning, very smooth refreshing tea.	0	0
-1	B000H6MNNE	A2HOZZFU3P37XM	Into the trash	Don't be as stupid as I am. I threw my money away buying this product, just as I am going to do with these candys. They must have been on your shelves for years Throw them away. Another mistake on my part, but it won't happen again.	1	1
1	B002TMV34E	AZIFVX289JTS	Tasty	"This is incredible smelling and tasting coffee. I'm fortunate to live in a city that's known for it's coffee, so I'm spoiled when it comes to being able to get a good cup of joe. This Melitta Cafe coffee is the best, pre-ground, home brewed coffee I've ever had, hands down. As cheesy as it sounds, I even had one of those television commercial moments when I first opened the bag: I said ""Ah!"" and inhaled the woody and nutty aroma deeply. I was instantly sold. The coffee is ground very fine, allowing all the flavor to end up in your cup and not in the trash, garden, or food bin. Even when watered down to make an iced drink the flavor stays prominent. This would be a great blend for homemade coffee ice cream or desserts that use non-instant coffee as an ingredient. I would and have recommended this brand to family and friends."	0	0
1	B0032BXUJM	A1FY4RR0LGCJ0Q	Ermerils best coffee out there	I love this vendor ~ the price is very reasonable and I get free shipping.  What more can you ask, great price and it being delivered to your door.  Also, quick shipping, thank you!	0	0
1	B001E4Q5WI	A3OQ47ZE3GEI0O	Great flavor.	I do not buy this because of the fat content, I honestly find that it tastes better than the Skippy full fat- and does not get those oily collections that the full fat gets. Highly recommend this product if you love peanut-butter.	0	1
1	B0058AMY74	ABCXJIXC6Q6EB	awesome chips	these are the best chips out there.. nothing can beat this taste. if you like honey mustard then you will definitely like this.. once you eat it you wont stop..addicting stuff	3	1
1	B0013NUGDE	A2TCY4Q5S0NO5Z	yummy and low fat	Discovered these at M.O.M.'s (My Organic Market) in Maryland. They came in large bags and the taste and texture really grew on me, so I checkd on Amazon and voila, small bags, bought a case, I am a happy camper!	1	0
1	B001E5DYSK	A1JQEIKTXL8D21	LOVE this coffee	This is one of the best coffees I've ever had.  Very smooth, delicioius after taste, and the perfect roast for me.  WELL worth the fact that it is a pricey coffee.  If you are a coffee lover, then Illy is for you.	4	1
1	B00750YCJ8	A3BRQ3L755ZJU0	This is a reluctant review	I really did not want to review this marmalade because it is soo good and soo hard to find. When Amazon finally had it I bought all available jars of it (nine)so I should be set for a while. it has a spectacular taste, hard to describe but to be compared with the affect canary diamonds have on people, we just do not want to live without them anymore.<br /><br />Just in case y'all buy up the entire production of this divine marmalade, I planted a Yuzu tree which should withstand our North Georgia climate just fine and provide me with plenty of fruit to survive the times when y'all act as greedy as I did and buy up everything that is available.<br /><br />This marmalade is not only good on toasted English muffins, it makes chicken salad sparkle end makes some creamy cheeses become memorable.	1	0
1	B000G6RYNE	AUHS7PQNAHNDI	Yum	Bought this box of chips as a Father's Day gift because Dad loves them.  They are very yummy and more substantial than regular chips.	0	0
1	B000YSS7EO	A3M5WRY80SPFK1	my baby loves this! :)	I've been giving my little one the rice cereal since she was 4 months old- she loves this and she has not had any allergies or anything- she loves it so much- every meal time is full of smiles, gurgles and cute messes!	1	0
-1	B001FUT6LS	A18N0CLOB4HZYL	No evidence	Puzzled as to why this product doesn't live up to the claims? You're not the only one. There does not appear to be any evidence at all to support the claims made. One has to wonder if the testimonials are indeed genuine, given the lack of evidence.	1	4
1	B0002Z9BF8	A18RTEG9VI5BNY	Charlee Bears	"Awesome little snack treat for your favorite pup/dog.  My two pekeingese just love these.  You can use them for training as well as just a treat.  They come in a variety of flavors.  My pups like the liver the best.  For senior dogs, these are perfect if they don't have the ""jaw"" power or teeth use anymore.  They are easy to carry so you can treat your dog whenever you want to for example on a walk around the neighborhood.  They are just 3 calories each so you don't have to worry about their weight.  Absolutely recommend these to every dog owner!"	2	0
-1	B0017128OM	A2BC44L1R848NH	Not worth the money	"I bought the top sirloin hoping to finally get a ""good"" steak at home.<br />The first ones we cooked....could hardly cut with a steak knife.<br />The second time we tried them, I tenderized for quite some time.<br />They were more edible that way, but still nothing better than I could have bought at the local grocery store.<br /><br />Except for the packaging, there is nothing good I can say about these steaks.<br />If you figure the price per pound, these steaks should cut with a butter knife.<br /><br />Will never buy again."	0	0
1	B000KV61FC	AZ4IFJ01WKBTB	we use it daily	"to save my time and yours - i've included a multi-item review<br />we love the idea of draining a dog's energy, stimulating their mind, giving them a fun challenge, and feeding them all in one. we have bought a lot of the products that do just that.<br />the <a href=""http://www.amazon.com/gp/product/B0006G54OU"">Buster Food Cube Large Size (Colors May Vary)</a> was one of the first products we bought. it does what it says. the only downside is loading it takes time and is kind of a pain.<br />we have since moved on to the<a href=""http://www.amazon.com/gp/product/B003ALMW0M"">Kong Wobbler Dog Toy</a>, <a href=""http://www.amazon.com/gp/product/B003ARUKTG"">OurPets DT-10504 Smarter Toys IQ Treat Ball, 5 Inches</a>, and <a href=""http://www.amazon.com/gp/product/B000KV7ZGQ"">Premier Busy Buddy Tug-A-Jug, Medium/Large</a>. all of which are easier to load and accomplish the same goal.  we use one of these daily to feed our buddy or fill it with treats to occupy him for a little while.  all three get pushed around until all the treats are gone - we have carpet so it's not as noisy as others have mentioned.<br />the kong wobbler is bigger than you would expect and it is a little heavy too - but out of the three our dog likes it the best.  the whole is big so, as other reviewers have mentioned, you may need to devise a way to make it smaller.<br />the iq treat ball is awesome.  easy to load and you can adjust the difficulty.  just rolls and rolls until the treats are gone.<br />the tug-a-jug is more challenging than the other two - but once your dog figures it out they get the treats no problem.  small treats do come out easily so we add larger chunks to add to the challenge.<br /><br />p.s. we also tried the <a href=""http://www.amazon.com/gp/product/B0002I0RLW"">Premier Pet Busy Buddy Twist 'N Treat Dog Toy, Small</a> but it was a pain to load as well - twisting and un-twisting the hard plastic was not as easy as it should be.  and in less than a year the plastic stem tore and broke leaving it useless."	1	0
1	B000PWTXE2	A3H6NNGCINPLEC	Gold Kili Ginger Drink	Perfect at home or on the go, Gold Kili Ginger Drink has been enjoyed by us for years.<br /><br />A wonderful companion when traveling (simply order hot water), the honey sweetness of this beverage may be adjusted easily by increasing H2O per cup serving.<br /><br />Note that 'price' in comparison to 'quantity' of this product varies greatly on this site.	0	0
1	B002SRYRE8	A1FJJQA34W0F4K	Simply the BEST!	I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down.	0	0
1	B003VXFK44	A2ZAO73BLTJ69P	Great cup of coffee	I like my coffe of the milder but tasteful side.  I thought this was a great cup of coffe I compare it to Timothy's dounut shoppe.  Full flavor but not acid.  This is for people who want a lighter cup of coffee	4	0
1	B003NDA970	A1UEK9HPGME6GE	Best Popcorn Ever	I bought this popcorn as a gift for some dear friends. The have commented back several times that it's the best popcorn they have ever had. They love it!  They had shopped in the DC metro area to find white popcorn and could never find it so one look on Amazon was all it took to find this -- the best popcorn ever!!	0	0
1	B0001VWGWS	A1IWZAYY9GTLGL	Best chili powder I ever tried!	I had a recipe that called for a lot of dark chili powder and the only place I could find it was amazon.com.  I bought a jar of this and it made two batches of the chili recipe I have.  The chili was the best I'd ever made.  I can vouch that this chili powder really does make a big difference in the flavor of a chili.  It is rich with a bit of a kick.  Everyone has been crazy for it, and I think its due to this chili powder. I'm back to buy the bag this time!	0	0
1	B007M83302	A3AIHN7XBD816P	Popchips	My husband and I just love them. They are crispy, dry, and full of seasoning and taste, rather than oil.	0	0
1	B0006VB3TA	A2RHLT79JORQXA	Dogs love it!	My dogs like this flavor the most. They go crazy for it. It does not smell as bad as the chicken flavor.	0	0
1	B001EQ5P7C	A18NN9PTR1L90B	The perfect espresso	We are pretty much adicted to strong coffee and this Bustelo Premium fills the bill perfectly. Prepared Cuban style is the best.	2	0
1	B001P3NU30	ADL7N48EFWBX9	Dogs love it and there breath has been excelent.	Dogs love these.  Their breath has been much better as well as their teeth are getting whiter again. Excellent product.	0	0
1	B001CWV4PA	A25ETVRL1LE4LN	Delicious!	These are by far the best GF cracker on the market. They are crispie and hold up nicely when toppings are added. My 10 year old son really likes them and he is a fussy eater! We have not been able to find a decent GF bread for sandwiches so these crackers and a couple of thick pieces of GF Boar's Head ham and he's a happy camper.	3	0
-1	B000084ETV	A2VZIJHABHMIQW	Canidae made my dogs VERY SICK	New food and or changed formula's need to be introduced to animals slowly. Very slowly. However, I was not given this option by Canidae when I ran out of the old All Stages Life Dry Dog Food and purchased a new bag of the new formula (no warning label) with none of the old to mix in. That is the problem I'm having with my four dogs, 2 of which are 12 years old. Granted, the changes may be an added benefit to their new formula but it's NOT a benefit if they don't notify their consumers that there has been quite an extensive change (19 additional items) to their recipe.  Meanwhile, I've had to deal with 4 dogs who have been vomiting and have bloody diarrhea as well as vet bills for the past 17 days because of Canidae's neglectful oversight on not informing their consumers. I just found out about the NEW formula 2 days ago while researching Canidae on the web and found more disgruntled consumers.  That is why I give them 1 star.  The one good thing I can say about Canidae (their old formula was great by the way) is thank God this can't be compared to the recall of last year that killed thousands of pets.  By the way, what WAS wrong with the old formula????	6	1
-1	B002BCD2GO	A2EIJPS0DXTZ1R	DO YOUR RESEARCH!!!	"I have been using AGAVE NECTAR as my main sweetner & in 1 week I gained  about 5 pounds! I eat really healthy & I am in great shape and couldn't figure it out, then I did some research. AGAVE NECTAR is made of 90% fructose, it is a HIGH consentrated sugar. It causes FAST WEIGHT GAIN. I'm not for sure what I am going to do with the rest of these bottles I have but I'm not putting them in my body! The worst thing is that I have been feeding it to my family, saying this is ""healthy""! So do your research before you buy anything that claims to be ""healthy""."	7	6
-1	B000PDY3P0	AQURWFHOSBQH0	Only half the corn pops	The flavor of what pops is good but only half the corn pops. I know its not my poper because Started using the oil and salt from these packages and different seeds.	0	2
1	B008AHJZTM	AKIMXHXC7X8	Refreshing with zero artificial sweeteners	I enjoyed the carbonation with a hint of blackberry and liked the fact there are no calories or artificial sweeteners.	0	0
1	B000084ETV	ASS18JA56C6XP	Brought my German Shepard from a wonderful breeder and they highly supported Canidae.	"I asked the breeder ""why Canidae""? I never even heard of it. She told me that because German Shepards have sensitive stomachs and also prone to hip problems is why this product is so beneficial to their dogs. Ever since a puppy my dogs been on Canidae. I have tried others when I couldn't find Canadie, like now and noticed a differance in various ways. I am happy to see I can now buy the product online to get my dog back on tract."	1	0
1	B001E6KBSK	AAN998J28WIWP	Not in grocery stores	It was a sad moment when I was unable to find my favorite cereal in the grocery stores.  I'm not sure why it disappeared, but am so grateful I'm able to purchace this online.  Thanks!	0	2
1	B001BSBFUO	A3FWTV1T0E2L6X	A lifesaver	This product makes giving medication a breeze.  Just pop the pill in the center and squeeze shut.  My dog thinks it is a treat.  I love them!	0	0
1	B000EUJLHE	A3VUHSK6UO1QM1	yummy n calorie friendly	"While visiting my daughter in Seattle, WA she introduced me to these wonderful Wasa wafers (alliteration intentional).  I really like them and they are an ideal substitute for bread.  I couldn't find this product in the stores around Fresno, CA.  I decided to give Amazon a try and sure enough, they came through.  I subscribed to have shipments sent to my home quarterly and again Amazon came through.  You AMAZE me!<a href=""http://www.amazon.com/gp/product/B000EUJLHE"">Wasa Crisp 'n Light 7 Grain, 4.9-Ounce Boxes (Pack of 10)</a>"	0	0
1	B004JQTDUO	A3GKY9OEJQYKEE	GREAT COFFEE	ESPECIALLY AS WE GET OLDER, THE LINING OF OUR STOMACH GETS MORE SENSITIVE TO HARSH CHEMICALS AND SUBSTANCES.  LOW ACID COFFEE IS A COMMON SENSE SUBSTITUTE THAT LOSES NO AROMA OR TASTE IN THE PROCESS.  HIGHLY RECOMMENDED.	0	0
1	B002ZOCEOY	A123F7K4WQKNEX	Great Flavor	Good coffee, plenty of flavor.  I like my flavored coffees to be mild on the flavor, so we grind this and add equal amounts of regular coffee to it.  Makes a real nice subtle Hazelnut flavored coffee.	0	0
1	B000YSS7EO	A24B4CP03WMU8Q	Love the mix of grains	I mostly use Earth's best organic cereal for my boys (it's more economical than HappyBellies), but I throw this multigrain into the mix because it makes for a nice change. The oats, quinoa and amaranth are a nice mix.	0	0
1	B000ETGBOQ	A38LLSBA76S0IN	Excellent Rice Crackers	As good as any in grocery stores and more reasonably priced.  But, you do have to get a carton of them.	0	0
1	B006JG8ALK	ADT3HCV8BJYMV	Great snack for the kids, and I sneak a few too	These are great, the perfect mix of coconut and sweet.  My wife dislikes coconut, but the Oskri bars are making her a convert.	2	0
-1	B003WGQHQ0	A1XNXLBI0GOOXX	Rip off!	I received this item as a gift. As shown in the product images,this box contains a very small amount of candy for the price you pay. The candy is good, but paying almost $20 for $2-3 worth of candy is ridiculous!	0	2
1	B000143ZK2	A2438U26VXE0AM	Totally satisfying, healthy snack	Granda Po's are the perfect snack when you crave something crunchy and delicious.  They are also very healthy so you can enjoy them guilt-free.  I love all the flavors.  My son begs me for them, so now he's a fan too.  I even shipped them to my brother's platoon in Iraq.  Everyone loved them!	0	0
1	B00068PCTU	AJXMQ2116MJER	Great taste and great value	I was looking for a healthier alternative to Splenda and Equal, NuStevia taste great and this container lasts a long time.	0	0
1	B003VXFK44	AF0RBVW29WQNT	Wolfgang knows how to brew it!	My favorite of the Wolfgang series discovered when trying all of the flavors in the available sample pack. Very good flavor, consistent with each pod and not overdone with added flavors. Very good dark roast Colombian cup of coffee from the Wolf.	0	0
1	B001UJEN6C	A297HRGWRID7I6	The Best	I have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all, its also the best taste, others taste like medicine, this one has a tea fresh taste. I love it.	0	0
1	B001RVFDOO	A3Q5YKYYGO5X1S	Great Natural Potatoe Chips With Low Calories!	This is one of the best new products I have ever tried in a long time.....These are delicious chips, they taste like chips, ( not styrofoam) and are all natural !<br />The Barbeque are outstanding, as are the plain, sour creme and onion, salt and pepper. I don't love the Cheddar or the Salt and vinegar, they are a bit strong.<br /><br />If you are on weight watchers each bag is 2 points, and are a great find to cover the crunchy/salty crave, If you are not on weight watchers, you will still enjoy them. My husband loves them, my co-workers love them, kids love them. They can not believe their Mom is allowing them to eat a bag of chips a day!<br /><br />Overall an excellent product !	0	0
-1	B001DW2RGO	AEXQ4DGMPCZ03	Blecch...	"I've tried a few of the different energy shots, and found that the ""5 hour energy"" have a flowery note (lavender?) in all of their flavours.<br /><br />I can't say I like it. The _effect_ is ok, but the flavour is like bad/flat orange pop, and is otherwise uninspiring. I think I'd prefer the more standard 'berry' flavour of other shots vs this one."	2	9
1	B000G6RYNE	A1FXCNUVQ6FOMC	WOW!!!!	I have been ordering the sea salt chips for about a year.I love them,but my daughter picked some of these up at our local grocery store and now they are my new favorite.Will be ordering them.	0	0
1	B000EGX2EG	A2T0LGPLQY2GW	Great Almond Crunch!!	My husband and both love almonds. I've even shared this snack with co-workers and everyone is raving about the good taste of this snack.  I'm taking a few bags on our next backpacking trip.	0	1
1	B0007OVWLU	A3BLQEPBH0XB1A	Just as I remembered	This product is exactly as I remember it as an adolescent in the 70's. Once you get past the first couple of pieces, you will find different flavors for each color, red and white for Cherry, purple and white for grape, and yellow and white for banana.  Other color combinations have different flavors, some hard to identify but all good.  If the weather is a bit warm, the wax paper can be a little hard to separate from the taffy.  Quick Fix - stick them in the refrigerator for a two minutes and the paper will come off easily.  Makes a great treat for kids.  Adults, watch out for the expensive dental work. This taffy is the real stuff.  Enjoy!	3	0
1	B0088JR9PY	A2SQGC708613E4	Good quality product.  A little goes a long way.	If you like authentic pad thai, satay, or chutney, you need tamarind paste.  Some people even make a beverage out of it and I'm told that, in sufficient quantities it is a good laxative.  I've not explored that possibility.<br /><br />Anyway, this product is fresh and tasty.  Eight ounces will last you a long time.  This brand is cheap, too, and that is always nice.	0	0
-1	B003EML8PM	AVEMWTYR60X3W	Lawrey's Microwave Pork rinds review	The Lowrey's Microwave Pork rinds that I received was unacceptable.  I ordered 36 bags and the bags only popped 1/4 of the bag.  All rinds popped but for the amount of the money that I paid for them I could have gone to the store and bought a $2.00 bag already popped and gotten a full bag.  I feel that it should have popped at least half of the bag.  I understand that everyone is counting their pennies but I also think that the consumer should get something for their money.  I really enjoy this product but I probably will not order any more for this reason.	0	1
1	B0051LNWPI	A3Y5P71VG425Y	Sarracenia Leucophylla	Absolute lifesaver. Needed these for a bridal bouquet and my wholesaler had stopped receiving them for the season. Joel was so accommodating, easy to communicate with and everything arrived on time and in perfect condition. Highly recommend.	0	0
1	B000G6RYNE	AOSFLVLMAG0N5	Barbeque perfection	The barbeque flavor of these chips is really perfect! Just spicy enough, a hint of sweetness, just a little smokey. The chips themselves are extra crunchy and just thick enough to be substantial, but not hard. This makes for a wonderful snack or a great accompaniment for burgers, hot dogs or brats, chicken or just about any casual entree.	0	0
-1	B002XHFG70	A2Q79J76PISBAJ	Crammed full of Sugar - 21g per serving, 168g per can	I spent days trying to find decent mango puree in order to make mango shakes, and since I'm a health nut, I try to control my sugar intake. Every mango puree I look at is full of sugar, and this brand is no different. 21 grams of sugar per serving, and an amazing 168 grams for the entire can. An average can of soda contains 45 grams, for comparison. I know they make unsweetened mango puree, but I can't find it.<br /><br />Other than that, it's a decent enough product if you don't care about unnecessary sugar intake. Nice and creamy, good product from good fruit. Very sweet, but these manufacturers don't understand that you don't need to add so much sugar to a naturally sweet fruit! There IS a market for unsweetened fruit, guys.	5	0
1	B002C56OBU	A2PZT88XPUUEZS	We Like It, You Will Too.	We first discovered Community Coffee while on a visit to Lake Charles, LA. And until recently it was only available in LA or by mail.  We prefere the Hazelnut blend, it has a nice rich flavor without being overly strong.  This is very good coffee.  We like it and have a standing order with Amazon to have it shipped to us at convenient intervals.	1	0
-1	B0013NUGDE	A19TDQXYI4O4Q1	just awful	Love the other flavors...this one is horrible.  And I cannot return...oops.  This flavor is almost a chemical one, does not taste anything like cheddar and my kids thought the same!	1	1
1	B001COFVQG	AXQLLIZR2BDT7	BACK TO NATURE CASHEW,ALMOND AND PISTACHIO 10 OZ.	THE BACK TO NATURE CASHEW,ALMOND AND PISTACHIO MIX IS DELICIOUS, THE COMBINATION OF THE THREE NUTS ARE REALLY GOOD, THEY SATIFIY YOUR CRAVING AND ALSO USE SEA SALT AND NO ADDED OILS.  NEED TO ORDER SOME MORE	3	1
-1	B000E15DFM	A3F4B1NZN6ER0E	tocopherol is often from soy	Does anyone realize tocopherol usually comes from soy? I'm still hunting for a cracker I don't have to make. Their website is unclear about it's source.	2	3
-1	B002DLXXHG	A2RIOU2P9FNXTO	BB quappy	I really like the wild ride jerky.  Very good bang for the buck, but this bbq is not good.  Would not recommend even trying it.  Tastes like dried up bbq sauce.	1	0
1	B001UJEN6C	AUXHG88OYWCGM	Flavor getting better, energy is great	I've been buying and drinking this for over a year now, and the energy boost is excellent, with a continuous, ~6-hour effect. The most recent shipments seem to have improved the flavor slightly as well, or perhaps I'm getting more used to it. I don't drink it for the flavor, but it's not as heinous as the fake flavors found in the other, non-organic energy shots.	0	0
1	B0047CNMMU	A3EUCIKGXODL03	My dogs love Instinct.	My two papillons absolutely love Instinct dry dog food.  Grain free and high in protein and all natural ingredients.  How can you go wrong?<br /><br />I rotate my dogs among the different varieties.	0	0
1	B001EQ5F9K	A3CIHP9FFPE9I3	Good cereal	I am intolerant to High Fructose Corn Syrup and Life is one of the few cereals that I can find that doesn't contain HFCS.	4	0
1	B00061EOHI	AXN4L9WOCH1NW	LOVE this Popcorn!	"This popcorn is delicious!  You know how some popcorn can be tasteless, sort of like styrofoam?  This popcorn has a really nice ""corn"" taste and seems to have less hulls.  It is the only popcorn I have been able to eat while having braces on my teeth.  It is not easy to find in the stores, so being able to purchase this on Amazon is nice."	0	0
1	B001F2ATYY	A1NHBHQR4T2CDW	Works great	We have two large dogs whose urine yellows our lawn.  We give them the recommended dosage with their dinner and it has significantly stopped the yellowing of the grass.  Good call.<br /><br />Bottom line- buy it.	0	0
